Time,LDR1,LDR2,LDR3,LDR4,Horizontal_Angle(Azimuth),Vertical_Angle(Elevation),Voltage,Current
27/03/2024 8:30,10,433,261,824,76,163,7.66,1.32
27/03/2024 9:00,906,8,554,480,6,14,4.64,0.32
27/03/2024 9:30,966,643,1010,687,14,139,5.16,1.05
27/03/2024 10:00,796,346,733,428,163,101,4.64,1.51
27/03/2024 10:30,38,1016,945,180,141,175,4.90,0.04
27/03/2024 11:00,132,747,726,669,70,64,1.63,1.90
27/03/2024 11:30,675,799,709,734,62,90,4.27,0.71
27/03/2024 12:00,970,1012,778,374,52,135,0.02,1.89
27/03/2024 12:30,582,449,712,601,41,12,5.09,0.79
27/03/2024 13:00,152,416,55,216,156,171,5.98,0.82
27/03/2024 13:30,786,368,964,216,32,98,0.01,1.65
27/03/2024 14:00,69,244,305,651,177,55,0.92,1.99
27/03/2024 14:30,485,785,676,1009,143,133,7.13,0.85
27/03/2024 15:00,322,732,530,467,147,108,1.99,1.56
27/03/2024 15:30,52,1014,634,899,170,168,11.20,1.59
27/03/2024 16:00,117,954,365,752,127,98,8.20,1.15
27/03/2024 16:30,1020,692,926,468,155,13,10.55,1.01
27/03/2024 17:00,993,71,438,1002,146,113,9.06,1.65
27/03/2024 17:30,422,668,278,548,156,105,6.65,0.18
27/03/2024 18:00,323,445,153,259,136,110,7.05,0.58
27/03/2024 18:30,213,618,173,582,31,62,4.30,1.88
27/03/2024 19:00,599,591,466,782,145,170,7.76,1.38
27/03/2024 19:30,173,73,532,625,111,101,11.74,0.21
27/03/2024 20:00,536,106,415,759,97,40,7.77,0.52
27/03/2024 20:30,112,160,36,719,78,174,1.49,0.69
27/03/2024 21:00,731,213,904,199,14,80,11.99,0.15
27/03/2024 21:30,792,869,880,512,51,132,4.20,1.68
27/03/2024 22:00,283,576,527,200,19,154,5.10,0.68
27/03/2024 22:30,133,306,983,611,110,56,10.88,1.11
27/03/2024 23:00,808,507,695,135,92,143,0.75,0.13
27/03/2024 23:30,904,610,857,691,112,81,11.93,1.52
28/03/2024 0:00,662,232,711,964,21,25,5.20,0.17
28/03/2024 0:30,7,975,66,779,59,21,9.21,1.83
28/03/2024 1:00,750,256,635,221,2,119,6.16,1.55
28/03/2024 1:30,588,96,278,669,75,128,8.60,1.16
28/03/2024 2:00,127,361,90,381,53,23,2.88,0.47
28/03/2024 2:30,982,749,753,1020,85,178,4.38,1.38
28/03/2024 3:00,501,720,809,747,33,130,8.72,1.23
28/03/2024 3:30,704,962,413,999,41,144,4.64,0.00
28/03/2024 4:00,74,259,959,945,38,83,1.60,1.20
28/03/2024 4:30,874,576,519,943,108,40,11.18,1.01
28/03/2024 5:00,635,768,698,829,95,6,11.51,0.08
28/03/2024 5:30,918,617,481,33,69,120,10.58,1.72
28/03/2024 6:00,659,77,187,671,103,82,11.11,1.82
28/03/2024 6:30,1006,918,648,655,67,10,9.93,1.92
28/03/2024 7:00,378,976,670,709,31,178,9.73,1.20
28/03/2024 7:30,783,617,180,930,122,68,2.80,1.05
28/03/2024 8:00,114,205,771,634,105,26,1.60,1.89
28/03/2024 8:30,951,517,45,336,177,112,5.37,1.99
28/03/2024 9:00,242,316,547,767,114,78,9.95,1.74
28/03/2024 9:30,736,617,570,401,150,33,2.20,1.11
28/03/2024 10:00,794,900,114,908,90,178,1.68,0.88
28/03/2024 10:30,333,33,535,50,157,50,5.86,0.50
28/03/2024 11:00,176,630,946,491,148,106,4.01,1.65
28/03/2024 11:30,430,28,567,242,167,154,0.51,0.79
28/03/2024 12:00,571,167,507,888,100,149,3.80,1.52
28/03/2024 12:30,710,599,133,451,134,116,8.35,0.83
28/03/2024 13:00,335,612,520,147,93,9,2.28,1.07
28/03/2024 13:30,667,431,889,120,140,44,10.91,0.86
28/03/2024 14:00,327,75,559,990,162,95,4.06,1.46
28/03/2024 14:30,522,746,830,698,75,116,5.64,0.37
28/03/2024 15:00,920,192,294,448,100,83,9.90,1.83
28/03/2024 15:30,911,510,454,729,127,15,8.90,1.59
28/03/2024 16:00,818,29,362,576,38,58,5.63,0.53
28/03/2024 16:30,58,233,622,828,19,100,6.57,0.37
28/03/2024 17:00,220,113,480,488,163,74,8.11,1.75
28/03/2024 17:30,547,409,701,657,65,149,5.24,0.84
28/03/2024 18:00,250,639,580,16,111,6,8.53,1.62
28/03/2024 18:30,675,772,77,255,155,138,4.66,0.91
28/03/2024 19:00,171,736,302,62,71,164,10.81,1.64
28/03/2024 19:30,594,913,915,552,170,78,7.47,1.22
28/03/2024 20:00,857,770,942,791,47,156,7.62,1.39
28/03/2024 20:30,688,562,744,339,115,147,5.40,0.09
28/03/2024 21:00,808,400,525,60,26,106,10.08,1.90
28/03/2024 21:30,624,213,618,647,19,57,3.88,0.40
28/03/2024 22:00,801,229,648,327,99,32,2.22,1.58
28/03/2024 22:30,114,334,639,847,77,139,5.01,1.44
28/03/2024 23:00,947,416,575,419,153,90,8.34,1.21
28/03/2024 23:30,177,812,135,495,25,105,7.58,0.51
29/03/2024 0:00,839,607,892,460,149,171,9.67,1.60
29/03/2024 0:30,515,22,250,681,147,1,9.82,0.40
29/03/2024 1:00,45,582,673,994,86,97,1.81,0.48
29/03/2024 1:30,743,333,199,958,29,11,5.81,0.92
29/03/2024 2:00,860,231,958,927,34,171,1.32,0.59
29/03/2024 2:30,366,715,254,274,146,156,5.21,0.92
29/03/2024 3:00,155,335,416,718,120,159,6.25,1.67
29/03/2024 3:30,596,567,713,749,132,1,1.89,0.50
29/03/2024 4:00,564,862,226,691,112,92,4.72,0.07
29/03/2024 4:30,43,664,199,900,177,60,6.50,0.38
29/03/2024 5:00,467,50,407,469,114,146,6.80,1.01
29/03/2024 5:30,274,461,623,805,68,151,2.16,1.26
29/03/2024 6:00,21,928,432,844,73,159,2.73,0.96
29/03/2024 6:30,657,908,110,184,156,54,7.12,0.07
29/03/2024 7:00,111,540,880,521,68,64,3.97,1.78
29/03/2024 7:30,614,246,277,578,92,152,2.44,0.86
29/03/2024 8:00,604,381,548,607,48,59,9.01,1.25
29/03/2024 8:30,62,142,943,388,151,42,4.39,0.41
29/03/2024 9:00,105,690,1003,60,83,149,6.20,0.37
29/03/2024 9:30,855,428,99,52,166,164,2.22,0.45
29/03/2024 10:00,885,72,434,897,146,25,8.56,1.78
29/03/2024 10:30,500,818,177,6,109,140,3.04,0.31
29/03/2024 11:00,806,582,726,493,18,78,3.96,1.30
29/03/2024 11:30,164,461,283,405,136,133,6.25,1.31
29/03/2024 12:00,745,530,202,14,8,3,11.87,1.40
29/03/2024 12:30,808,236,320,203,29,85,2.94,0.23
29/03/2024 13:00,675,308,129,237,180,176,1.94,0.42
29/03/2024 13:30,481,17,473,470,62,87,11.05,0.53
29/03/2024 14:00,370,615,385,837,64,68,2.55,0.67
29/03/2024 14:30,66,815,882,901,78,29,11.35,0.96
29/03/2024 15:00,852,798,549,888,89,43,8.89,0.95
29/03/2024 15:30,436,153,999,18,150,143,10.53,1.85
29/03/2024 16:00,504,306,77,498,138,42,8.25,0.07
29/03/2024 16:30,627,485,945,296,25,146,7.51,0.96
29/03/2024 17:00,492,576,183,171,50,66,5.13,0.93
29/03/2024 17:30,783,795,68,8,41,60,1.36,0.42
29/03/2024 18:00,624,988,189,60,91,83,1.37,0.42
29/03/2024 18:30,202,493,611,346,97,64,5.90,1.31
29/03/2024 19:00,698,765,395,735,161,137,11.05,0.42
29/03/2024 19:30,367,287,427,711,121,157,4.75,1.43
29/03/2024 20:00,705,181,495,170,26,144,1.77,0.92
29/03/2024 20:30,64,469,138,168,34,42,2.23,1.63
29/03/2024 21:00,957,398,305,800,24,9,11.29,0.22
29/03/2024 21:30,655,902,265,315,149,39,2.39,1.47
29/03/2024 22:00,53,929,428,482,27,0,8.28,0.79
29/03/2024 22:30,317,636,629,440,61,136,9.59,0.07
29/03/2024 23:00,744,263,920,729,95,165,3.11,0.23
29/03/2024 23:30,239,974,32,606,173,31,4.86,1.84
30/03/2024 0:00,139,514,180,44,120,99,9.77,1.39
30/03/2024 0:30,196,468,862,896,133,100,1.32,1.34
30/03/2024 1:00,1012,749,196,499,115,6,1.63,1.09
30/03/2024 1:30,48,512,258,433,1,35,6.43,0.27
30/03/2024 2:00,999,662,83,128,6,17,3.35,0.99
30/03/2024 2:30,442,732,262,424,21,62,3.36,1.24
30/03/2024 3:00,138,901,5,602,102,82,4.11,1.33
30/03/2024 3:30,274,382,805,982,67,141,9.72,0.90
30/03/2024 4:00,523,1018,611,138,37,9,5.01,0.63
30/03/2024 4:30,599,615,528,697,123,49,7.04,1.28
30/03/2024 5:00,656,348,720,530,141,119,4.54,0.86
30/03/2024 5:30,628,866,883,294,165,49,0.31,0.16
30/03/2024 6:00,189,258,379,672,120,72,11.35,1.82
30/03/2024 6:30,312,213,843,247,43,21,2.11,1.33
30/03/2024 7:00,234,276,243,644,164,166,1.29,1.90
30/03/2024 7:30,920,346,953,598,89,24,0.48,0.06
30/03/2024 8:00,560,301,265,699,100,11,9.20,1.80
30/03/2024 8:30,841,546,737,946,3,5,6.39,1.01
30/03/2024 9:00,528,839,387,973,87,115,6.33,1.77
30/03/2024 9:30,349,381,44,270,110,163,10.32,1.17
30/03/2024 10:00,567,509,750,192,53,152,9.54,1.46
30/03/2024 10:30,587,463,376,927,155,126,8.37,1.60
30/03/2024 11:00,770,845,860,416,47,113,6.15,0.73
30/03/2024 11:30,740,274,272,249,81,177,4.87,0.11
30/03/2024 12:00,634,432,452,190,67,61,11.17,1.72
30/03/2024 12:30,24,871,976,728,86,107,3.39,1.88
30/03/2024 13:00,371,172,115,335,174,140,3.12,1.77
30/03/2024 13:30,30,146,927,22,180,78,9.92,1.96
30/03/2024 14:00,933,747,649,114,22,108,3.14,1.06
30/03/2024 14:30,803,1009,566,371,151,94,4.48,1.66
30/03/2024 15:00,288,830,235,69,55,146,1.66,1.09
30/03/2024 15:30,655,253,664,670,83,31,5.33,0.38
30/03/2024 16:00,512,459,12,993,76,173,10.41,0.16
30/03/2024 16:30,119,677,0,740,158,128,2.50,0.83
30/03/2024 17:00,220,428,822,130,121,65,6.88,1.40
30/03/2024 17:30,53,359,877,811,38,106,7.80,1.67
30/03/2024 18:00,810,488,963,970,8,69,4.54,0.09
30/03/2024 18:30,885,1015,864,37,59,105,7.44,0.29
30/03/2024 19:00,698,387,724,213,90,168,9.73,0.23
30/03/2024 19:30,702,140,453,268,102,142,11.46,1.17
30/03/2024 20:00,179,926,365,412,15,32,7.57,1.77
30/03/2024 20:30,717,279,736,18,105,105,2.11,1.97
30/03/2024 21:00,395,376,154,189,158,111,5.41,1.22
30/03/2024 21:30,178,654,245,377,92,95,7.46,0.93
30/03/2024 22:00,292,116,358,629,107,52,5.14,1.10
30/03/2024 22:30,573,562,718,648,100,63,7.22,1.19
30/03/2024 23:00,561,159,748,201,38,28,2.61,1.52
30/03/2024 23:30,875,428,346,315,107,133,5.28,1.04
31/03/2024 0:00,488,846,593,414,6,101,10.87,1.59
31/03/2024 0:30,853,300,651,891,174,147,3.23,1.19
31/03/2024 1:00,242,612,253,489,114,93,0.19,1.90
31/03/2024 1:30,814,340,970,597,96,18,6.01,0.35
31/03/2024 2:00,645,416,242,709,101,55,2.55,0.94
31/03/2024 2:30,840,933,799,721,45,79,6.55,1.10
31/03/2024 3:00,68,884,88,820,21,24,0.42,0.47
31/03/2024 3:30,190,383,256,203,59,173,7.93,0.76
31/03/2024 4:00,464,656,203,231,84,150,11.23,1.32
31/03/2024 4:30,207,852,19,761,25,94,1.82,1.13
31/03/2024 5:00,756,468,464,290,66,94,6.44,1.89
31/03/2024 5:30,765,48,28,999,91,46,7.23,1.79
31/03/2024 6:00,102,785,203,564,152,137,8.95,0.17
31/03/2024 6:30,936,892,903,179,114,138,9.84,0.53
31/03/2024 7:00,252,649,734,941,10,78,5.46,0.49
31/03/2024 7:30,5,277,105,997,45,94,2.52,1.33
31/03/2024 8:00,142,978,854,211,114,15,9.90,1.54
31/03/2024 8:30,830,734,1012,988,63,24,0.05,0.76
31/03/2024 9:00,225,281,489,152,160,80,3.40,1.45
31/03/2024 9:30,802,734,846,70,130,82,9.00,1.08
31/03/2024 10:00,690,725,419,788,96,67,3.15,0.78
31/03/2024 10:30,113,898,270,571,85,50,7.51,0.54
31/03/2024 11:00,13,223,629,154,108,47,8.62,0.39
31/03/2024 11:30,121,354,819,85,136,140,0.53,0.92
31/03/2024 12:00,342,340,849,981,12,13,0.91,0.32
31/03/2024 12:30,686,405,573,801,113,99,11.59,1.47
31/03/2024 13:00,810,534,659,226,121,66,2.55,1.82
31/03/2024 13:30,873,71,176,43,27,45,2.88,1.77
31/03/2024 14:00,239,440,959,623,32,100,0.22,2.00
31/03/2024 14:30,821,33,746,590,147,174,11.14,1.21
31/03/2024 15:00,627,661,600,555,159,109,8.68,1.28
31/03/2024 15:30,308,844,681,530,120,2,7.59,0.52
31/03/2024 16:00,624,18,627,321,97,10,3.54,1.22
31/03/2024 16:30,635,3,521,702,145,177,0.67,1.63
31/03/2024 17:00,109,294,222,882,41,44,8.34,0.22
31/03/2024 17:30,299,1002,952,167,68,77,6.43,1.13
31/03/2024 18:00,424,877,461,490,39,113,11.47,0.59
31/03/2024 18:30,397,314,795,29,173,1,10.84,0.90
31/03/2024 19:00,708,928,110,152,2,140,2.77,0.37
31/03/2024 19:30,809,110,281,68,49,142,4.50,1.37
31/03/2024 20:00,121,922,857,479,180,118,0.50,0.14
31/03/2024 20:30,691,517,763,651,156,176,9.61,1.94
31/03/2024 21:00,896,46,622,860,58,169,9.83,1.84
31/03/2024 21:30,656,108,662,311,66,124,0.65,0.40
31/03/2024 22:00,405,555,945,151,43,142,4.90,1.76
31/03/2024 22:30,567,661,952,660,132,29,9.18,0.40
31/03/2024 23:00,382,112,136,395,54,140,3.80,1.05
31/03/2024 23:30,275,204,843,48,48,129,3.97,0.82
01/04/2024 0:00,891,701,853,651,142,12,3.99,1.69
01/04/2024 0:30,214,780,213,3,52,94,9.33,0.41
01/04/2024 1:00,562,729,762,760,14,74,11.08,0.20
01/04/2024 1:30,793,1018,114,524,75,6,11.12,1.65
01/04/2024 2:00,154,207,199,683,120,46,1.26,0.14
01/04/2024 2:30,705,255,618,427,29,173,2.48,0.53
01/04/2024 3:00,784,392,699,172,131,149,3.91,1.67
01/04/2024 3:30,872,651,916,456,64,120,1.98,0.25
01/04/2024 4:00,426,994,973,426,108,67,0.94,0.60
01/04/2024 4:30,621,758,524,407,143,40,7.02,1.11
01/04/2024 5:00,643,669,225,644,111,37,1.51,1.27
01/04/2024 5:30,29,465,687,461,99,160,9.17,1.70
01/04/2024 6:00,2,622,683,806,21,168,6.43,1.97
01/04/2024 6:30,236,841,927,946,144,180,10.77,1.27
01/04/2024 7:00,688,258,44,365,100,10,5.41,1.86
01/04/2024 7:30,373,742,847,211,127,176,8.99,0.53
01/04/2024 8:00,362,550,846,718,65,168,6.17,0.54
01/04/2024 8:30,136,120,870,655,120,129,0.19,1.95
01/04/2024 9:00,956,554,879,23,46,135,10.12,1.71
01/04/2024 9:30,687,235,990,779,90,177,1.70,0.29
01/04/2024 10:00,116,670,443,500,75,13,8.17,0.80
01/04/2024 10:30,316,114,318,747,23,45,11.94,1.98
01/04/2024 11:00,522,413,17,643,112,89,1.74,1.88
01/04/2024 11:30,87,69,621,687,126,174,0.97,0.90
01/04/2024 12:00,299,422,639,721,40,31,4.52,0.51
01/04/2024 12:30,616,740,548,301,128,102,6.52,1.28
01/04/2024 13:00,406,732,689,990,69,126,3.40,0.15
01/04/2024 13:30,88,606,131,895,21,5,2.55,1.98
01/04/2024 14:00,57,313,110,545,116,17,0.26,1.73
01/04/2024 14:30,41,114,453,477,97,164,10.80,0.48
01/04/2024 15:00,1015,188,609,182,20,117,10.39,1.31
01/04/2024 15:30,779,766,693,684,126,105,0.35,0.09
01/04/2024 16:00,492,132,436,1023,117,60,11.01,1.95
01/04/2024 16:30,316,66,920,831,61,39,10.80,0.54
01/04/2024 17:00,916,920,516,302,37,115,2.56,1.48
01/04/2024 17:30,722,318,668,327,124,93,6.85,0.50
01/04/2024 18:00,644,427,554,616,24,18,8.53,1.74
01/04/2024 18:30,130,783,558,356,165,169,0.17,0.48
01/04/2024 19:00,167,798,920,294,6,97,2.43,1.99
01/04/2024 19:30,663,860,36,32,24,155,3.18,1.58
01/04/2024 20:00,174,178,122,145,43,152,5.32,0.17
01/04/2024 20:30,382,884,855,939,176,92,3.84,1.85
01/04/2024 21:00,243,229,58,875,143,90,5.74,1.40
01/04/2024 21:30,87,151,91,875,73,15,11.34,1.50
01/04/2024 22:00,463,991,561,289,36,68,3.25,1.50
01/04/2024 22:30,587,905,108,342,158,154,8.13,1.15
01/04/2024 23:00,320,814,385,16,111,162,8.75,1.24
01/04/2024 23:30,427,894,708,792,119,76,11.29,0.62
02/04/2024 0:00,290,275,725,986,139,155,5.32,0.90
02/04/2024 0:30,618,243,639,753,155,83,8.41,1.43
02/04/2024 1:00,326,121,155,406,94,88,7.01,1.21
02/04/2024 1:30,80,422,66,748,111,100,11.03,1.05
02/04/2024 2:00,279,423,127,131,86,56,9.17,1.67
02/04/2024 2:30,216,395,276,304,90,167,6.31,0.98
02/04/2024 3:00,416,914,214,40,80,127,7.57,0.42
02/04/2024 3:30,787,301,873,720,121,8,4.92,1.70
02/04/2024 4:00,586,36,954,927,33,125,4.28,1.30
02/04/2024 4:30,72,670,483,667,142,57,3.45,1.84
02/04/2024 5:00,164,424,140,512,173,84,4.62,1.41
02/04/2024 5:30,123,396,227,776,98,72,2.98,1.76
02/04/2024 6:00,471,621,412,854,124,127,6.42,1.50
02/04/2024 6:30,51,364,343,689,98,12,7.69,1.77
02/04/2024 7:00,470,929,892,966,103,106,11.64,0.45
02/04/2024 7:30,713,771,109,967,0,19,3.84,0.22
02/04/2024 8:00,154,927,648,350,10,166,9.44,0.55
02/04/2024 8:30,801,472,679,645,117,90,5.77,0.91
02/04/2024 9:00,509,588,531,532,108,118,11.60,1.46
02/04/2024 9:30,19,137,302,929,123,112,0.05,0.56
02/04/2024 10:00,416,469,468,276,43,11,2.34,0.31
02/04/2024 10:30,583,225,780,997,178,165,1.52,0.35
02/04/2024 11:00,467,446,613,1022,97,163,9.25,1.52
02/04/2024 11:30,918,854,412,873,144,115,1.65,1.86
02/04/2024 12:00,340,931,298,705,5,135,10.09,1.40
02/04/2024 12:30,33,636,288,99,41,155,8.27,0.37
02/04/2024 13:00,477,379,744,947,14,28,9.72,0.21
02/04/2024 13:30,827,200,621,65,123,18,11.79,1.52
02/04/2024 14:00,775,231,284,307,25,37,5.31,1.97
02/04/2024 14:30,972,1005,96,490,162,33,11.69,1.08
02/04/2024 15:00,390,617,1008,38,69,123,10.85,1.36
02/04/2024 15:30,184,49,257,61,103,92,11.85,1.99
02/04/2024 16:00,5,240,966,25,10,53,11.19,1.41
02/04/2024 16:30,548,451,108,671,162,81,4.43,1.78
02/04/2024 17:00,243,72,654,320,177,93,10.98,1.54
02/04/2024 17:30,322,764,270,356,164,89,7.87,1.53
02/04/2024 18:00,795,379,199,859,75,22,8.98,0.08
02/04/2024 18:30,700,145,344,222,86,148,6.10,0.37
02/04/2024 19:00,548,470,802,954,54,146,7.37,1.10
02/04/2024 19:30,458,801,118,253,41,8,1.20,0.04
02/04/2024 20:00,503,534,719,939,142,88,5.23,1.35
02/04/2024 20:30,560,537,955,214,15,126,9.10,0.99
02/04/2024 21:00,191,376,726,650,79,153,3.79,0.33
02/04/2024 21:30,1005,556,342,808,39,69,0.80,1.37
02/04/2024 22:00,22,981,111,530,32,118,4.65,0.67
02/04/2024 22:30,308,920,763,489,91,94,5.18,1.13
02/04/2024 23:00,795,328,443,534,61,2,4.63,1.22
02/04/2024 23:30,819,179,357,57,65,137,8.77,1.79
03/04/2024 0:00,778,762,290,954,150,32,2.50,1.10
03/04/2024 0:30,102,601,595,89,156,131,2.60,0.14
03/04/2024 1:00,148,293,904,641,114,28,1.93,1.48
03/04/2024 1:30,456,603,746,300,171,120,11.50,1.46
03/04/2024 2:00,652,920,811,158,82,140,3.73,2.00
03/04/2024 2:30,804,913,364,591,24,92,4.15,0.15
03/04/2024 3:00,711,16,387,543,24,14,10.86,1.50
03/04/2024 3:30,851,129,204,292,28,33,5.60,1.65
03/04/2024 4:00,372,660,329,104,81,26,4.49,0.03
03/04/2024 4:30,364,80,102,877,176,44,0.56,0.79
03/04/2024 5:00,956,164,74,411,168,79,4.12,0.84
03/04/2024 5:30,571,349,571,868,4,166,8.82,0.56
03/04/2024 6:00,135,810,324,172,50,17,3.30,1.35
03/04/2024 6:30,609,979,499,281,169,24,2.08,1.59
03/04/2024 7:00,333,38,369,486,3,84,1.94,0.34
03/04/2024 7:30,454,972,742,534,156,79,6.09,0.93
03/04/2024 8:00,898,469,331,663,46,77,5.32,0.65
03/04/2024 8:30,405,379,125,899,68,26,0.91,1.71
03/04/2024 9:00,35,466,534,729,83,124,0.65,1.83
03/04/2024 9:30,451,866,645,895,92,147,8.65,0.28
03/04/2024 10:00,704,629,526,47,76,93,0.45,1.74
03/04/2024 10:30,119,510,712,333,70,100,8.44,1.10
03/04/2024 11:00,640,428,268,230,119,16,10.43,1.30
03/04/2024 11:30,815,201,556,932,80,165,9.57,0.96
03/04/2024 12:00,1003,207,914,636,75,91,0.50,0.96
03/04/2024 12:30,589,894,153,737,135,125,7.75,1.05
03/04/2024 13:00,710,22,184,762,79,44,6.61,1.14
03/04/2024 13:30,670,207,203,986,159,134,9.86,1.21
03/04/2024 14:00,352,550,843,518,60,138,6.35,0.86
03/04/2024 14:30,972,327,700,102,67,86,10.37,1.27
03/04/2024 15:00,867,1002,405,653,91,39,9.40,1.25
03/04/2024 15:30,832,889,1019,982,56,179,7.75,0.45
03/04/2024 16:00,443,133,285,42,100,50,5.08,0.10
03/04/2024 16:30,2,641,716,901,160,62,4.77,1.09
03/04/2024 17:00,572,244,648,148,179,45,7.97,0.89
03/04/2024 17:30,919,220,691,1008,24,172,9.43,0.37
03/04/2024 18:00,940,56,159,507,28,32,10.76,1.69
03/04/2024 18:30,616,897,131,312,8,82,0.22,1.00
03/04/2024 19:00,356,129,665,225,39,112,4.48,1.29
03/04/2024 19:30,509,609,394,583,153,146,7.59,1.09
03/04/2024 20:00,42,421,174,415,121,155,1.14,1.37
03/04/2024 20:30,404,368,128,925,91,46,6.97,0.03
03/04/2024 21:00,338,701,239,1003,120,179,2.90,1.13
03/04/2024 21:30,1012,341,696,719,90,130,10.24,0.35
03/04/2024 22:00,977,462,642,522,131,159,5.43,0.58
03/04/2024 22:30,661,994,1000,348,119,102,5.72,1.23
03/04/2024 23:00,445,486,121,611,137,97,10.34,1.52
03/04/2024 23:30,155,674,372,632,42,79,3.58,1.13
04/04/2024 0:00,450,1021,561,783,86,73,10.05,0.79
04/04/2024 0:30,51,788,368,761,110,6,1.85,0.95
04/04/2024 1:00,232,228,227,431,41,43,2.37,1.13
04/04/2024 1:30,655,869,725,761,36,172,4.82,0.10
04/04/2024 2:00,171,422,325,569,44,28,2.17,1.02
04/04/2024 2:30,239,103,107,763,151,80,10.89,1.05
04/04/2024 3:00,221,24,456,194,106,156,0.48,1.80
04/04/2024 3:30,59,845,213,166,127,120,5.24,1.87
04/04/2024 4:00,653,554,927,296,31,45,11.37,1.41
04/04/2024 4:30,348,188,391,236,2,35,5.96,1.93
04/04/2024 5:00,223,856,514,445,150,50,6.39,0.29
04/04/2024 5:30,748,561,322,754,152,56,9.31,0.38
04/04/2024 6:00,393,503,690,898,88,170,6.93,1.32
04/04/2024 6:30,525,357,805,34,106,8,9.01,1.44
04/04/2024 7:00,657,137,666,165,161,107,11.95,0.02
04/04/2024 7:30,866,720,589,505,171,147,1.71,1.75
04/04/2024 8:00,8,225,616,234,160,79,4.00,1.29
04/04/2024 8:30,658,887,148,499,151,156,4.43,0.26
04/04/2024 9:00,418,894,84,643,28,132,4.03,1.59
04/04/2024 9:30,884,600,41,317,49,140,11.86,1.25
04/04/2024 10:00,537,825,345,601,33,169,2.15,0.84
04/04/2024 10:30,839,866,579,139,23,131,1.42,0.68
04/04/2024 11:00,951,49,168,735,158,175,2.82,1.03
04/04/2024 11:30,718,173,7,728,32,104,1.39,0.42
04/04/2024 12:00,63,376,95,798,56,82,7.20,0.32
04/04/2024 12:30,596,242,778,881,76,10,1.17,1.68
04/04/2024 13:00,912,355,422,438,145,59,10.12,1.90
04/04/2024 13:30,599,768,297,309,157,46,3.59,0.89
04/04/2024 14:00,89,12,322,821,135,170,7.18,0.62
04/04/2024 14:30,524,445,672,541,64,127,6.30,0.88
04/04/2024 15:00,75,36,888,224,63,60,3.24,0.46
04/04/2024 15:30,329,708,715,791,24,79,8.64,0.07
04/04/2024 16:00,112,906,198,926,86,110,3.83,1.12
04/04/2024 16:30,110,310,913,937,175,43,6.13,1.64
04/04/2024 17:00,19,915,905,718,129,24,10.60,0.92
04/04/2024 17:30,940,671,431,719,180,38,8.57,1.86
04/04/2024 18:00,991,856,728,268,164,171,10.94,1.32
04/04/2024 18:30,144,803,818,412,105,17,7.12,0.93
04/04/2024 19:00,604,517,462,395,77,120,3.22,1.81
04/04/2024 19:30,693,152,929,122,40,61,4.24,0.32
04/04/2024 20:00,301,589,287,683,77,59,2.37,1.00
04/04/2024 20:30,52,814,345,556,145,165,5.67,0.07
04/04/2024 21:00,966,694,1010,497,152,60,5.62,0.00
04/04/2024 21:30,439,554,985,716,23,36,4.46,0.18
04/04/2024 22:00,469,232,738,30,155,47,4.20,0.98
04/04/2024 22:30,884,384,388,920,149,116,3.35,0.04
04/04/2024 23:00,111,646,432,196,121,165,5.35,1.16
04/04/2024 23:30,119,380,750,514,174,154,4.11,0.55
05/04/2024 0:00,20,811,506,319,109,67,0.64,0.90
05/04/2024 0:30,781,425,982,115,13,153,11.19,0.93
05/04/2024 1:00,988,292,551,48,8,26,6.19,1.48
05/04/2024 1:30,829,295,846,879,120,6,8.34,0.17
05/04/2024 2:00,664,505,989,165,159,17,6.72,1.03
05/04/2024 2:30,958,764,577,702,15,97,0.27,0.56
05/04/2024 3:00,602,273,365,759,56,111,1.54,0.78
05/04/2024 3:30,960,963,958,782,1,42,11.84,0.17
05/04/2024 4:00,579,983,603,659,27,68,6.98,0.43
05/04/2024 4:30,402,968,672,608,104,152,5.44,1.59
05/04/2024 5:00,142,291,606,762,99,52,1.81,1.33
05/04/2024 5:30,621,715,152,753,24,6,4.41,0.03
05/04/2024 6:00,1003,623,79,787,45,59,4.82,0.92
05/04/2024 6:30,821,135,234,883,156,82,11.33,1.76
05/04/2024 7:00,402,935,146,811,76,47,7.41,0.38
05/04/2024 7:30,974,833,757,121,154,143,1.47,1.63
05/04/2024 8:00,51,234,66,222,80,49,6.19,0.04
05/04/2024 8:30,439,560,788,856,177,84,2.52,1.67
05/04/2024 9:00,267,447,811,90,52,60,9.66,0.87
05/04/2024 9:30,254,925,592,242,128,179,5.90,0.09
05/04/2024 10:00,787,652,660,663,34,109,7.26,0.71
05/04/2024 10:30,62,296,37,319,142,48,1.14,1.60
05/04/2024 11:00,68,594,934,839,148,166,11.50,1.08
05/04/2024 11:30,279,696,239,984,0,77,2.20,1.04
05/04/2024 12:00,816,562,128,76,129,5,1.95,1.21
05/04/2024 12:30,567,72,435,764,47,116,9.53,1.29
05/04/2024 13:00,824,191,228,752,39,46,5.82,0.07
05/04/2024 13:30,327,394,126,626,87,96,9.16,0.21
05/04/2024 14:00,749,705,541,21,155,170,3.35,0.70
05/04/2024 14:30,20,358,353,639,99,170,0.88,1.08
05/04/2024 15:00,1018,532,501,602,51,173,9.80,1.45
05/04/2024 15:30,959,441,581,389,4,56,1.20,1.50
05/04/2024 16:00,766,18,850,805,90,39,1.62,0.48
