Time,LDR1,LDR2,LDR3,LDR4,Horizontal_Angle,Vertical_Angle,Voltage,Current
19/04/2024 8:30,121,369,928,322,176,139,11.16349038,1.544048742
19/04/2024 9:00,705,855,699,239,71,15,4.990014552,0.480086363
19/04/2024 9:30,189,220,473,849,115,135,5.168560707,0.800600917
19/04/2024 10:00,792,901,202,87,69,152,7.731011319,1.088810136
19/04/2024 10:30,582,840,784,241,79,99,1.40804965,1.369658326
19/04/2024 11:00,585,205,145,65,9,163,3.957935317,0.323472075
19/04/2024 11:30,925,781,66,390,11,127,11.88807036,1.513153492
19/04/2024 12:00,367,788,702,294,159,24,9.689201458,1.638581552
19/04/2024 12:30,481,421,247,156,63,144,7.615815147,1.897403069
19/04/2024 13:00,181,401,527,195,136,129,9.90185482,0.206858769
19/04/2024 13:30,227,409,138,309,131,180,11.72040889,1.564845291
19/04/2024 14:00,454,968,245,390,87,11,1.199797065,1.557353132
19/04/2024 14:30,77,567,789,191,62,95,8.035370119,1.336271714
19/04/2024 15:00,943,818,42,687,56,72,10.97545157,0.981711695
19/04/2024 15:30,797,710,738,89,167,131,9.799388582,1.6855026
19/04/2024 16:00,509,207,138,168,13,174,5.826081416,1.710048624
19/04/2024 16:30,790,362,717,541,98,13,4.855921434,0.776060723
19/04/2024 17:00,375,636,763,270,120,92,7.418602112,1.317594102
19/04/2024 17:30,162,464,215,147,109,176,10.06809911,1.096345626
19/04/2024 18:00,153,81,857,486,12,143,5.848424447,1.246810245
19/04/2024 18:30,643,340,783,23,143,98,5.486873866,0.208220049
19/04/2024 19:00,299,882,1015,591,85,134,6.524302611,0.684405233
19/04/2024 19:30,278,172,285,325,135,56,11.07468003,1.151271395
19/04/2024 20:00,70,821,1018,424,167,151,8.153626473,0.319614173
19/04/2024 20:30,241,63,132,738,117,172,3.210211328,0.963412864
19/04/2024 21:00,489,810,329,637,19,4,8.660479836,1.611341024
19/04/2024 21:30,644,739,821,83,62,23,8.15066274,0.671175475
19/04/2024 22:00,613,40,2,211,139,157,2.779961275,0.861302663
19/04/2024 22:30,312,355,244,366,91,59,10.13899163,1.381479143
19/04/2024 23:00,45,297,652,772,13,149,11.25068121,1.326713837
19/04/2024 23:30,667,891,356,645,146,138,8.874358136,0.886325648
20/04/2024 0:00,891,468,122,583,179,81,9.64426972,1.614322032
20/04/2024 0:30,122,713,155,767,91,147,10.98386802,0.551627821
20/04/2024 1:00,564,339,630,724,32,135,4.607187898,1.077002256
20/04/2024 1:30,669,790,628,687,145,180,5.330863473,0.720563068
20/04/2024 2:00,545,753,705,774,177,160,6.297078258,0.855729185
20/04/2024 2:30,483,12,105,590,138,41,1.049831944,0.7392594
20/04/2024 3:00,662,550,700,581,114,171,7.715010342,0.287356694
20/04/2024 3:30,1007,83,587,288,27,161,4.135452408,1.820514663
20/04/2024 4:00,198,854,697,330,85,11,8.094645019,1.963806782
20/04/2024 4:30,240,245,816,19,51,73,10.36510344,0.337555273
20/04/2024 5:00,971,657,554,410,103,53,0.238118458,0.164479004
20/04/2024 5:30,796,838,54,328,93,8,2.546805365,0.234809041
20/04/2024 6:00,765,632,60,680,67,148,2.261603799,1.256875584
20/04/2024 6:30,332,21,1014,391,50,158,8.32963772,0.079076487
20/04/2024 7:00,105,626,747,5,102,25,6.992226542,1.954510903
20/04/2024 7:30,638,349,96,633,175,37,6.909986839,0.527556586
20/04/2024 8:00,94,418,411,278,1,50,1.778279232,1.648743005
20/04/2024 8:30,290,339,260,372,79,42,3.094973555,0.457870198
20/04/2024 9:00,787,136,159,728,27,83,10.03148295,0.481579664
20/04/2024 9:30,17,115,17,526,180,131,9.422793094,1.225299048
20/04/2024 10:00,178,545,852,11,149,26,0.799695065,1.844483922
20/04/2024 10:30,468,336,412,743,179,97,1.060637328,1.930358932
20/04/2024 11:00,714,611,665,150,74,176,10.93424411,0.002689833
20/04/2024 11:30,390,264,652,483,20,18,11.9883357,1.296715971
20/04/2024 12:00,199,828,953,63,29,51,5.445872246,0.837687027
20/04/2024 12:30,242,919,211,504,52,8,9.220493214,0.271005063
20/04/2024 13:00,327,88,371,171,106,140,4.531115673,0.192994693
20/04/2024 13:30,394,175,636,882,52,88,11.68249176,0.792800924
20/04/2024 14:00,705,326,241,342,27,174,0.244761086,0.112799716
20/04/2024 14:30,866,320,460,1019,113,118,8.948406693,0.691165278
20/04/2024 15:00,232,527,834,568,41,32,9.250437506,0.788207256
20/04/2024 15:30,506,917,902,151,35,74,1.034500542,1.358403481
20/04/2024 16:00,383,599,191,906,151,164,0.687302871,1.130741755
20/04/2024 16:30,96,942,934,941,61,70,3.434830274,1.40564887
20/04/2024 17:00,937,59,835,759,83,178,3.829603054,0.566504678
20/04/2024 17:30,876,338,722,345,122,53,7.33970757,0.263271459
20/04/2024 18:00,420,697,784,755,173,100,0.351641225,0.958599147
20/04/2024 18:30,912,671,563,849,163,71,2.976391666,0.993682841
20/04/2024 19:00,121,259,696,289,151,1,6.71845221,1.908116647
20/04/2024 19:30,39,132,391,8,55,33,6.287486992,1.167736163
20/04/2024 20:00,296,713,246,431,1,164,3.174090577,0.658282075
20/04/2024 20:30,126,36,496,915,151,12,0.268690796,1.067138065
20/04/2024 21:00,886,417,88,154,4,117,7.199166081,0.537985093
20/04/2024 21:30,121,991,514,224,156,57,3.375458946,1.295276864
20/04/2024 22:00,92,539,770,696,8,8,4.679850046,0.269481104
20/04/2024 22:30,115,471,425,26,0,97,7.180403885,1.246492327
20/04/2024 23:00,544,346,736,391,44,32,0.864185991,0.506773126
20/04/2024 23:30,442,139,504,326,62,26,2.890662583,0.996427828
21/04/2024 0:00,40,717,169,535,39,126,0.811938909,0.188068298
21/04/2024 0:30,747,424,55,857,88,70,0.075703997,0.873272587
21/04/2024 1:00,795,819,27,870,167,56,4.981551705,1.908270817
21/04/2024 1:30,561,397,288,523,20,146,4.237911422,0.784358343
21/04/2024 2:00,835,335,780,415,22,144,4.466105718,0.591806017
21/04/2024 2:30,109,1004,856,976,97,33,5.179295958,0.806984163
21/04/2024 3:00,21,446,514,115,37,13,7.821858821,1.993700317
21/04/2024 3:30,137,916,900,556,94,84,9.416995482,1.329427289
21/04/2024 4:00,374,863,816,447,157,70,5.05066867,0.406598444
21/04/2024 4:30,491,162,385,358,163,149,2.461963574,1.640208549
21/04/2024 5:00,816,214,556,551,105,34,8.533859622,0.194911738
21/04/2024 5:30,992,9,753,454,59,26,4.989743503,1.428153731
21/04/2024 6:00,506,507,886,134,90,175,1.883016528,1.496714696
21/04/2024 6:30,778,377,455,773,10,98,2.829047374,0.620813564
21/04/2024 7:00,978,792,169,146,32,176,2.652638076,1.311551511
21/04/2024 7:30,657,128,798,135,175,133,11.75783663,1.199660922
21/04/2024 8:00,289,1012,910,980,170,37,11.11360354,0.272624176
21/04/2024 8:30,666,76,182,870,163,56,4.355537464,1.62168843
21/04/2024 9:00,732,198,703,217,12,118,10.09147128,1.658379884
21/04/2024 9:30,903,561,114,923,40,172,2.184200585,1.903450789
21/04/2024 10:00,24,557,648,698,95,115,8.895835984,0.993339859
21/04/2024 10:30,843,310,621,747,88,62,11.45233629,0.102150404
21/04/2024 11:00,170,892,439,577,167,86,2.453472405,0.077861032
21/04/2024 11:30,887,63,109,194,177,48,2.133604449,0.197406592
21/04/2024 12:00,527,460,898,771,110,158,0.605031968,1.207820445
21/04/2024 12:30,638,229,26,428,79,145,3.86993711,1.944291796
21/04/2024 13:00,484,863,952,51,13,154,2.29056162,0.597787096
21/04/2024 13:30,241,394,479,752,18,150,6.20981107,1.334423447
21/04/2024 14:00,614,325,674,608,79,121,11.13537774,1.28660598
21/04/2024 14:30,143,236,94,792,167,32,3.159242985,1.886095229
21/04/2024 15:00,247,534,34,448,71,73,1.665897969,1.13477331
21/04/2024 15:30,1001,246,676,138,178,69,10.43301995,0.83333529
21/04/2024 16:00,716,210,1009,404,142,114,9.98649008,0.880640471
21/04/2024 16:30,108,88,880,919,161,113,2.125546403,1.471982386
21/04/2024 17:00,932,382,1008,745,28,74,6.581607773,1.840032585
21/04/2024 17:30,41,632,130,417,82,82,11.67017057,0.305102713
21/04/2024 18:00,139,682,1022,619,116,90,6.47711304,1.078088104
21/04/2024 18:30,396,779,116,697,11,60,8.477921188,0.735814115
21/04/2024 19:00,262,589,832,144,152,152,3.719847,1.804619825
21/04/2024 19:30,174,32,840,716,100,19,6.011926058,1.229543955
21/04/2024 20:00,113,416,33,326,69,57,9.375254904,0.836129691
21/04/2024 20:30,945,654,835,24,160,86,7.828719448,0.916938766
21/04/2024 21:00,503,445,367,987,19,159,6.49445771,0.659658542
21/04/2024 21:30,568,541,312,495,36,56,3.319417857,0.04335809
21/04/2024 22:00,877,827,126,305,20,122,2.943890131,0.610045097
21/04/2024 22:30,376,621,800,889,79,124,7.833683546,0.148065099
21/04/2024 23:00,785,453,896,938,106,148,0.720184144,1.406523507
21/04/2024 23:30,857,257,555,495,15,21,10.62424164,1.084925335
22/04/2024 0:00,858,175,689,582,166,95,8.844137962,1.6898516
22/04/2024 0:30,370,391,470,921,23,55,10.07590322,0.975934047
22/04/2024 1:00,582,667,638,891,170,68,0.331625245,0.137245233
22/04/2024 1:30,990,155,233,44,158,156,8.537046198,0.606525344
22/04/2024 2:00,875,11,382,992,53,65,11.24001038,0.037957147
22/04/2024 2:30,656,383,232,854,64,129,6.290844206,0.397615235
22/04/2024 3:00,681,840,524,536,34,95,5.29781909,0.389524759
22/04/2024 3:30,116,414,903,649,37,15,3.280662025,0.317053035
22/04/2024 4:00,922,4,535,230,63,179,6.01199293,0.026036811
22/04/2024 4:30,625,945,20,62,156,23,7.859081645,1.157797948
22/04/2024 5:00,687,406,357,428,12,45,10.27857493,0.182023089
22/04/2024 5:30,780,11,18,988,31,46,9.042698247,0.487543687
22/04/2024 6:00,167,370,325,787,65,91,6.368829575,1.435056606
22/04/2024 6:30,908,455,162,357,178,101,3.365222171,1.764847386
22/04/2024 7:00,445,642,15,483,47,158,6.589750084,1.838752309
22/04/2024 7:30,699,214,797,16,96,104,0.431494724,1.121667756
22/04/2024 8:00,194,365,101,775,50,1,9.248402587,1.862314236
22/04/2024 8:30,861,63,211,460,65,5,8.744914018,0.397909046
22/04/2024 9:00,829,43,684,373,7,123,6.748226352,1.427195068
22/04/2024 9:30,339,425,123,274,124,111,6.259873931,1.501638004
22/04/2024 10:00,893,440,969,105,115,12,8.242846196,1.954672253
22/04/2024 10:30,488,740,371,619,102,41,8.680542018,0.927155032
22/04/2024 11:00,438,647,268,809,90,37,10.71371022,1.172119232
22/04/2024 11:30,815,525,701,801,172,38,8.340426695,1.215076714
22/04/2024 12:00,1003,502,784,836,53,1,4.420075742,0.168022698
22/04/2024 12:30,1,34,164,968,102,12,9.301299413,0.329145523
22/04/2024 13:00,506,157,464,285,4,108,4.377143143,1.633615645
22/04/2024 13:30,81,602,211,755,141,43,6.28117355,1.67362693
22/04/2024 14:00,541,720,780,718,89,66,8.81501871,1.468509315
22/04/2024 14:30,7,728,133,215,156,2,0.838266889,1.544412876
22/04/2024 15:00,922,582,89,872,92,138,10.30043765,1.035318298
22/04/2024 15:30,651,9,729,124,143,10,8.108919362,0.906966965
22/04/2024 16:00,686,519,353,32,26,105,2.372044387,0.724213415
22/04/2024 16:30,182,498,446,100,125,53,3.722975178,0.789500436
22/04/2024 17:00,374,544,90,181,69,165,3.132472812,1.102856197
22/04/2024 17:30,995,872,139,955,83,98,7.435698714,0.185861305
22/04/2024 18:00,768,236,582,948,105,166,3.320011029,0.025806401
22/04/2024 18:30,450,196,575,243,128,127,8.167173915,0.904098324
22/04/2024 19:00,860,952,391,870,18,3,9.534392092,1.863332977
22/04/2024 19:30,254,962,153,418,25,168,3.914196796,1.204159666
22/04/2024 20:00,124,39,159,410,25,160,0.440556356,1.715371506
22/04/2024 20:30,763,744,18,233,116,5,7.471670887,1.697973112
22/04/2024 21:00,460,26,149,131,146,44,11.05096425,1.539777421
22/04/2024 21:30,647,512,252,591,21,15,9.117154468,1.996594105
22/04/2024 22:00,303,523,206,177,176,9,3.854050909,1.408350669
22/04/2024 22:30,352,170,25,336,96,174,5.518724834,1.549082763
22/04/2024 23:00,957,39,900,183,146,31,7.691612073,1.110336362
22/04/2024 23:30,903,432,317,546,53,174,9.212825022,1.444277887
23/04/2024 0:00,508,160,419,905,10,23,11.00105857,1.209539394
23/04/2024 0:30,702,185,607,230,45,48,10.95242799,1.047750655
23/04/2024 1:00,496,507,1007,571,122,102,9.831042615,1.157828932
23/04/2024 1:30,941,531,535,939,169,70,9.454171377,1.758738981
23/04/2024 2:00,933,822,497,627,133,23,1.385582658,1.83965859
23/04/2024 2:30,1000,145,293,558,105,90,7.817140955,1.691346534
23/04/2024 3:00,39,648,377,968,43,132,10.81298339,1.540253499
23/04/2024 3:30,212,240,879,961,128,43,4.297710701,0.409017231
23/04/2024 4:00,625,103,963,66,60,76,6.360803115,0.398832134
23/04/2024 4:30,419,722,736,316,139,169,1.805177217,1.912389738
23/04/2024 5:00,367,973,530,163,52,165,4.528716848,1.055177746
23/04/2024 5:30,609,343,505,497,126,103,2.797887192,0.301074636
23/04/2024 6:00,308,24,71,112,115,105,9.191344482,0.502424481
23/04/2024 6:30,598,434,701,185,17,112,2.981074656,0.6811503
23/04/2024 7:00,678,806,770,1007,149,121,6.606262928,1.842652545
23/04/2024 7:30,4,742,880,669,37,54,0.554226206,0.001115179
23/04/2024 8:00,1020,326,377,46,51,160,10.75450425,1.190902943
23/04/2024 8:30,879,209,788,991,58,174,4.643456536,1.24561094
23/04/2024 9:00,768,732,285,744,68,17,10.94160366,0.573823986
23/04/2024 9:30,242,403,962,407,22,167,10.25948393,0.768533243
23/04/2024 10:00,191,45,370,392,48,112,8.608512807,1.100105933
23/04/2024 10:30,416,631,282,103,38,140,7.604664769,1.056486366
23/04/2024 11:00,1011,960,148,203,5,34,10.76547211,1.21696195
23/04/2024 11:30,688,836,79,475,173,174,9.57284581,1.231335318
23/04/2024 12:00,693,797,390,901,170,30,0.942174448,1.06585255
23/04/2024 12:30,883,803,701,913,118,11,9.631665299,1.35951585
23/04/2024 13:00,435,812,942,43,174,18,3.6237908,0.484930427
23/04/2024 13:30,1015,934,756,333,169,18,6.598960259,0.465591104
23/04/2024 14:00,912,578,962,42,129,154,4.99196754,0.396363579
23/04/2024 14:30,420,55,110,946,97,99,2.094065585,1.71612467
23/04/2024 15:00,311,400,804,815,44,67,4.93110738,0.936206766
23/04/2024 15:30,149,671,551,762,46,28,6.402842643,1.291339907
23/04/2024 16:00,216,515,163,304,151,177,8.116413346,0.015680578
23/04/2024 16:30,413,600,653,704,42,149,5.940945238,1.949000237
23/04/2024 17:00,513,547,230,331,11,66,1.929553621,0.922022146
23/04/2024 17:30,377,205,378,493,37,9,5.614784471,0.980128582
23/04/2024 18:00,824,253,772,428,9,95,0.292892022,0.186249751
23/04/2024 18:30,978,776,964,166,151,180,4.900719761,1.786639076
23/04/2024 19:00,1006,888,50,63,106,107,0.266534634,1.14540852
23/04/2024 19:30,616,464,275,90,170,56,2.946478263,1.028986848
23/04/2024 20:00,1009,14,546,768,12,70,10.69095456,0.539182025
23/04/2024 20:30,258,922,549,560,60,72,10.83112987,1.562227258
23/04/2024 21:00,246,976,346,280,63,109,11.35539678,0.436365938
23/04/2024 21:30,496,655,996,251,74,53,7.645154019,1.219160663
23/04/2024 22:00,153,275,661,388,47,156,0.870862001,0.321318964
23/04/2024 22:30,826,197,24,498,144,62,9.771924483,0.760866912
23/04/2024 23:00,646,374,434,109,26,114,9.810028095,1.845837713
23/04/2024 23:30,448,1013,503,89,14,93,1.98399546,0.802585656
24/04/2024 0:00,806,78,332,644,115,86,9.974885533,0.026494945
24/04/2024 0:30,488,394,750,837,164,36,2.652479386,0.658918811
24/04/2024 1:00,186,668,287,968,77,9,8.782358466,1.651480559
24/04/2024 1:30,789,241,748,1008,130,32,6.367351115,1.133659648
24/04/2024 2:00,609,231,865,742,52,127,11.07634114,1.151404429
24/04/2024 2:30,347,518,4,689,100,132,8.877604553,0.2968672
24/04/2024 3:00,958,959,260,646,120,6,8.375412929,1.325349527
24/04/2024 3:30,324,791,820,445,10,102,9.39892667,1.009802205
24/04/2024 4:00,885,9,725,999,131,6,10.94120261,0.965995714
24/04/2024 4:30,518,129,954,538,14,21,9.667274192,1.82558542
24/04/2024 5:00,260,448,164,116,71,139,0.556640311,1.576509178
24/04/2024 5:30,828,35,77,824,107,1,2.603935479,1.806527056
24/04/2024 6:00,808,528,439,339,173,45,9.942107829,0.478263148
24/04/2024 6:30,387,434,315,911,97,40,4.467041818,0.078884183
24/04/2024 7:00,821,557,581,173,118,86,6.801062965,1.094398289
24/04/2024 7:30,85,185,947,313,39,156,8.024693456,1.156565245
24/04/2024 8:00,65,754,907,617,171,83,10.48775393,1.628533883
24/04/2024 8:30,625,399,573,403,33,151,10.27632857,1.94018844
24/04/2024 9:00,584,871,402,677,121,29,6.487631048,1.809010845
24/04/2024 9:30,824,849,280,844,128,156,3.03079083,0.205156388
24/04/2024 10:00,693,84,941,809,44,66,9.880146066,1.153044319
24/04/2024 10:30,305,840,213,558,10,74,1.603929927,0.764467673
24/04/2024 11:00,578,49,913,689,154,121,3.159667056,0.207745121
24/04/2024 11:30,94,15,146,727,171,177,4.113738923,1.425100396
24/04/2024 12:00,936,255,774,128,100,61,3.664068566,1.099629826
24/04/2024 12:30,721,983,162,879,88,2,3.967618252,1.355931579
24/04/2024 13:00,681,949,994,915,33,82,8.887335421,0.927784866
24/04/2024 13:30,412,988,666,716,136,165,7.030730516,0.294551999
24/04/2024 14:00,428,654,296,733,147,105,1.16241253,1.993749284
24/04/2024 14:30,656,175,896,749,14,163,3.163884741,0.715972728
24/04/2024 15:00,950,817,275,497,18,148,7.995069478,1.916630331
24/04/2024 15:30,978,516,212,729,46,22,0.697240971,1.339591659
24/04/2024 16:00,441,342,514,30,5,168,7.536252285,0.713015194
24/04/2024 16:30,241,648,936,663,113,47,1.871903716,0.022175766
24/04/2024 17:00,743,531,478,463,150,22,10.11983498,1.72316102
24/04/2024 17:30,785,641,227,497,3,11,9.819139153,0.1944682
24/04/2024 18:00,743,305,928,37,156,47,2.797101465,1.804176739
24/04/2024 18:30,516,395,28,635,170,115,3.629685439,1.28833258
24/04/2024 19:00,930,916,488,892,143,177,4.768113382,0.181575387
24/04/2024 19:30,523,341,218,207,149,47,7.109576021,1.747305508
24/04/2024 20:00,413,639,303,465,118,144,4.584813776,1.949827272
24/04/2024 20:30,202,937,643,526,171,140,4.946448715,1.162462389
24/04/2024 21:00,340,769,259,247,77,39,3.107200914,1.198805895
24/04/2024 21:30,782,784,334,923,53,0,0.777149404,1.081661648
24/04/2024 22:00,847,32,454,865,2,5,1.067696518,0.161696499
24/04/2024 22:30,111,595,69,121,66,166,1.139192187,0.659624189
24/04/2024 23:00,9,63,796,672,141,146,4.530307867,1.141588715
24/04/2024 23:30,583,141,149,855,174,88,3.540223988,0.064183267
25/04/2024 0:00,307,718,711,709,4,53,8.059279964,1.96594505
25/04/2024 0:30,346,601,1021,375,125,127,2.597914271,1.18745191
25/04/2024 1:00,118,50,131,708,6,3,9.867946227,0.50022726
25/04/2024 1:30,488,147,35,716,129,6,9.830094678,1.286138114
25/04/2024 2:00,890,298,601,734,176,155,7.528286296,1.213849043
25/04/2024 2:30,306,933,951,477,60,44,6.770585186,0.746996671
25/04/2024 3:00,795,138,492,327,116,55,2.894017217,1.272833257
25/04/2024 3:30,835,319,253,178,139,21,4.969850844,1.259766123
25/04/2024 4:00,563,1,1010,812,101,55,6.833723321,1.95206504
25/04/2024 4:30,570,26,754,931,102,123,6.937016955,0.985854263
25/04/2024 5:00,743,398,213,381,15,162,7.378071392,0.854432518
25/04/2024 5:30,145,581,454,259,87,5,4.238861799,1.061161944
25/04/2024 6:00,745,996,517,3,18,158,2.897566754,0.226086592
25/04/2024 6:30,200,665,507,512,57,150,9.537104038,0.705299272
25/04/2024 7:00,154,238,999,751,99,160,9.491184129,1.656897414
25/04/2024 7:30,252,283,99,499,177,126,4.736136572,1.594937147
25/04/2024 8:00,174,370,418,649,21,168,5.856791945,1.368641263
25/04/2024 8:30,160,477,599,34,135,77,8.38395082,0.88661867
25/04/2024 9:00,631,987,211,805,2,152,0.227971497,0.998114275
25/04/2024 9:30,465,779,60,702,71,110,4.306589019,1.364183935
25/04/2024 10:00,60,76,109,873,149,5,8.796556226,1.754584402
25/04/2024 10:30,83,650,80,645,85,46,11.97155628,0.937638951
25/04/2024 11:00,16,274,620,883,81,5,1.110891204,0.129110589
25/04/2024 11:30,233,123,366,887,46,29,10.42588253,1.603052774
25/04/2024 12:00,548,867,847,700,78,67,5.417782011,0.142257782
25/04/2024 12:30,946,990,524,924,73,108,11.86450655,1.037197284
25/04/2024 13:00,707,416,476,57,124,176,2.177389566,1.209058091
25/04/2024 13:30,385,801,259,148,43,100,10.12602102,0.171237223
25/04/2024 14:00,776,252,447,299,74,54,8.558158909,0.221065246
25/04/2024 14:30,786,454,298,729,171,59,8.790661553,1.253765006
25/04/2024 15:00,723,134,926,333,147,164,8.686889238,0.853967107
25/04/2024 15:30,683,964,677,107,4,35,7.397201269,0.057374431
25/04/2024 16:00,999,358,485,87,117,2,3.406727713,0.425577145
25/04/2024 16:30,361,585,247,966,3,37,6.910611719,1.152111142
25/04/2024 17:00,100,457,147,411,101,81,3.93241503,0.028354895
25/04/2024 17:30,122,579,624,952,9,43,4.305509692,1.815995174
25/04/2024 18:00,294,474,44,636,138,91,6.382805391,1.630160201
25/04/2024 18:30,687,327,818,28,35,94,7.487043917,1.845173805
25/04/2024 19:00,850,828,374,46,111,116,5.949037672,1.778836392
25/04/2024 19:30,193,675,438,640,80,169,3.915415611,0.459187153
25/04/2024 20:00,603,458,407,927,53,143,1.615139464,1.880807877
25/04/2024 20:30,127,233,362,181,114,166,4.804361529,1.500402257
25/04/2024 21:00,783,1017,660,467,96,88,7.152295486,1.720428162
25/04/2024 21:30,552,50,436,903,134,91,4.057025398,1.673630802
25/04/2024 22:00,532,112,773,175,1,164,9.920616959,0.081103443
25/04/2024 22:30,485,896,538,433,141,48,7.507590193,0.41930678
25/04/2024 23:00,557,406,738,586,78,70,7.632484328,1.508029262
25/04/2024 23:30,535,252,353,562,26,1,1.245998852,1.025615475
26/04/2024 0:00,334,943,82,687,158,64,0.209631869,1.370206282
26/04/2024 0:30,244,979,191,631,149,62,5.169542966,1.417006046
26/04/2024 1:00,787,671,567,194,79,129,7.266814831,1.336985992
26/04/2024 1:30,614,629,826,936,97,129,7.539680194,1.123287391
26/04/2024 2:00,596,580,729,590,161,180,4.329457102,1.749929751
26/04/2024 2:30,574,24,534,741,17,101,3.908213185,1.740846013
26/04/2024 3:00,539,806,699,379,134,105,11.30019091,1.385489984
26/04/2024 3:30,478,854,826,123,103,110,0.645164405,0.58991802
26/04/2024 4:00,248,817,391,549,52,138,9.558386063,1.844141353
26/04/2024 4:30,1008,667,667,212,78,175,5.219018571,0.824819035
26/04/2024 5:00,246,308,374,864,170,64,1.288016613,0.972959225
26/04/2024 5:30,843,388,893,948,143,31,6.559512863,1.375933932
26/04/2024 6:00,443,144,873,304,46,105,8.766423387,1.067619943
26/04/2024 6:30,19,822,850,242,171,145,7.99549043,0.517643096
26/04/2024 7:00,971,745,249,306,136,176,11.58122975,1.176263516
26/04/2024 7:30,598,320,52,821,38,102,9.930917121,0.471642072
26/04/2024 8:00,143,46,373,713,25,21,5.036386834,1.623370749
26/04/2024 8:30,850,946,533,367,104,82,11.51437892,1.347560977
26/04/2024 9:00,199,474,174,458,109,149,4.125821334,1.105352655
26/04/2024 9:30,199,698,810,967,126,111,10.60396879,1.416736119
26/04/2024 10:00,620,607,645,738,160,180,11.90053858,0.552383544
26/04/2024 10:30,477,468,148,400,98,9,2.818340166,0.841921315
26/04/2024 11:00,354,348,520,926,33,2,7.103883505,0.631900112
26/04/2024 11:30,948,814,426,423,40,40,5.188591493,1.056347417
26/04/2024 12:00,321,258,1003,73,61,82,4.252328742,1.967549014
26/04/2024 12:30,283,1002,652,917,128,90,4.06723461,0.676866182
26/04/2024 13:00,743,24,838,393,14,69,5.739790394,1.69237292
26/04/2024 13:30,174,680,428,472,157,89,4.642185774,1.708566439
26/04/2024 14:00,249,262,240,363,23,123,2.494285478,1.650965167
26/04/2024 14:30,9,401,996,293,160,171,7.958479186,0.328347254
26/04/2024 15:00,513,954,959,707,31,36,8.410867138,1.647873421
26/04/2024 15:30,160,901,132,49,143,62,6.044049122,1.495311307
26/04/2024 16:00,171,414,568,553,151,91,10.16109401,0.959425482
26/04/2024 16:30,911,968,252,540,92,99,8.091558147,1.335316896
26/04/2024 17:00,290,398,410,236,179,128,1.020453418,1.05579967
26/04/2024 17:30,682,821,207,1022,23,129,9.278087572,1.335699654
26/04/2024 18:00,730,1020,704,146,95,36,9.868982572,0.657937396
26/04/2024 18:30,615,256,192,441,61,100,9.768856806,0.820667853
26/04/2024 19:00,901,606,581,283,112,117,2.439687664,1.063420889
26/04/2024 19:30,1008,819,427,925,63,102,1.547445857,1.993248716
26/04/2024 20:00,693,324,388,21,63,17,1.109759221,1.50903753
26/04/2024 20:30,317,1020,404,2,123,44,4.200084175,0.768250183
26/04/2024 21:00,830,737,237,34,149,29,9.737731911,1.610108542
26/04/2024 21:30,444,164,470,356,143,107,11.14897619,0.515198511
26/04/2024 22:00,519,763,222,951,115,10,5.84093935,1.220695204
26/04/2024 22:30,539,560,449,164,123,52,5.007350244,0.550935058
26/04/2024 23:00,135,49,893,670,110,137,6.80103958,0.840148647
26/04/2024 23:30,892,499,557,20,107,46,3.159813134,1.578710213
27/04/2024 0:00,18,363,661,548,124,22,6.791268328,0.359156782
27/04/2024 0:30,597,416,753,118,9,78,5.332548007,0.598609544
27/04/2024 1:00,751,570,356,155,133,173,4.832879222,1.471474037
27/04/2024 1:30,440,402,637,835,27,85,8.5188059,1.25425276
27/04/2024 2:00,341,14,557,368,21,129,9.151522325,0.531030231
27/04/2024 2:30,176,321,806,484,103,153,10.32991283,1.671225335
27/04/2024 3:00,978,419,664,65,104,63,2.533083696,0.348645021
27/04/2024 3:30,959,757,537,653,134,21,10.16713234,0.694011024
27/04/2024 4:00,606,162,406,44,149,97,2.66720582,1.208717968
27/04/2024 4:30,294,682,257,269,129,89,11.81219327,0.434945019
27/04/2024 5:00,474,472,736,698,113,128,3.554646722,1.407477572
27/04/2024 5:30,464,445,648,15,21,144,3.383360546,1.853590889
27/04/2024 6:00,604,483,424,514,116,80,3.983144159,0.570305513
27/04/2024 6:30,87,625,613,177,79,159,0.942690085,1.924899322
27/04/2024 7:00,818,582,599,863,141,69,3.520135748,1.152430986
27/04/2024 7:30,707,227,1016,964,78,126,8.180941031,0.584911927
27/04/2024 8:00,711,436,367,244,44,88,7.37082362,0.219712023
27/04/2024 8:30,634,993,502,269,158,86,11.82269646,1.624869691
27/04/2024 9:00,157,801,200,493,102,30,2.63124665,0.326917287
27/04/2024 9:30,531,890,166,608,103,65,4.507450041,1.585776252
27/04/2024 10:00,903,266,791,582,171,111,0.204566973,1.830992109
27/04/2024 10:30,684,467,92,228,12,56,2.431569824,0.468001333
27/04/2024 11:00,440,613,11,902,3,124,0.191339128,1.99979069
27/04/2024 11:30,640,245,599,644,179,63,10.67863822,0.522786998
27/04/2024 12:00,210,223,448,634,166,8,0.276918008,1.518516119
27/04/2024 12:30,667,468,706,590,180,93,8.943474208,1.172048557
27/04/2024 13:00,144,724,134,138,23,95,6.633575946,1.161660593
27/04/2024 13:30,409,519,466,580,44,101,1.346864174,1.315974281
27/04/2024 14:00,219,29,282,871,49,117,4.631389108,1.502022416
27/04/2024 14:30,399,964,369,371,91,86,10.55583101,0.96841004
